"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser" 
"5854-KSRBJ","Male",0,"Yes","Yes",70,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5855-EIBDE","Female",0,"Yes","No",49,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)","No",0,88.7
"5857-TYBCJ","Male",1,"No","No",44,"Yes","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,66.5
"5857-XRECV","Female",0,"No","Yes",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No",0,23.2
"5858-EAFCZ","Male",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"5859-HZYLF","Male",0,"Yes","Yes",26,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"5862-BRIXZ","Male",0,"No","No",46,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,77
"5863-OOKCL","Female",0,"No","No",10,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"5868-CZJDR","Male",0,"No","Yes",1,"No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,45.5
"5868-YTYKS","Male",0,"No","Yes",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",0,20
"5868-YWPDW","Male",1,"No","No",6,"Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,73.5
"5871-DGTXZ","Male",0,"No","No",32,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"5872-OEQNH","Female",0,"No","No",60,"No","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check","No",0,62
"5875-YPQFJ","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5876-HZVZM","Female",0,"Yes","Yes",6,"Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","Yes",0,67.2
"5876-QMYLD","Female",0,"Yes","Yes",23,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",0,23.2
"5879-HMFFH","Female",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,93.7
"5879-SESNB","Female",0,"No","No",11,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,58.2
"5882-CMAZQ","Female",0,"Yes","Yes",5,"No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check","No",0,53.7
"5883-GTGVD","Male",0,"No","No",19,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78.5
"5884-FBCTL","Female",0,"Yes","Yes",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"5884-GCYMI","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,58.2
"5886-VLQVU","Male",0,"Yes","No",35,"Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,73
"5887-IKKYO","Male",0,"Yes","Yes",58,"Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)","No",0,79.7
"5889-JTMUL","Female",1,"No","No",50,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,72
"5889-LFOLL","Female",0,"No","No",13,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"5893-KCLGT","Female",0,"No","Yes",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"5893-PYOLZ","Male",0,"No","No",56,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,87
"5895-QSXOD","Male",0,"No","No",9,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"5896-NPFWW","Male",0,"Yes","Yes",3,"Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,58.5
"5897-ZYEKH","Female",1,"No","No",67,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check","No",0,82
"5898-IGSLP","Male",0,"Yes","Yes",31,"Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check","No",0,70.2
"5899-MQZZL","Female",0,"No","No",13,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"5899-OUVKV","Male",0,"No","No",31,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,78.5
"5902-WBLSE","Female",0,"Yes","Yes",70,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"5906-BFOZT","Male",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",1,20
"5906-CVLHP","Female",0,"Yes","Yes",45,"Yes","Fiber optic","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)","Yes",0,65.5
"5906-DVAPM","Female",0,"Yes","Yes",55,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","One year","Yes","Credit card (automatic)","No",0,77
"5908-QMGOE","Male",1,"No","No",15,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,55
"5909-ECHUI","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"5913-INRQV","Male",1,"No","No",34,"Yes","DSL","Yes","No","No","Yes","Yes","No","One year","No","Mailed check","No",0,74.7
"5914-DVBWJ","Female",1,"No","No",18,"Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes",0,65.5
"5914-GXMDA","Female",0,"Yes","No",32,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",0,23.2
"5914-XRFQB","Male",0,"Yes","No",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,90.5
"5915-ANOEI","Male",0,"Yes","No",70,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check","No",0,83.7
"5915-DGNVC","Female",0,"Yes","No",49,"Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check","No",0,83.7
"5916-QEWPT","Female",0,"Yes","No",2,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","No",0,79.7
"5917-HBSDW","Female",0,"Yes","Yes",37,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","No",0,23.2
"5917-RYRMG","Male",1,"No","No",32,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"5918-VUKWP","Female",0,"No","No",32,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No",1,23.2
"5919-TMRGD","Female",0,"No","Yes",1,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"5919-VCZYM","Male",0,"No","No",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"5921-NGYRH","Male",0,"Yes","No",64,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,58.5
"5922-ABDVO","Female",0,"Yes","No",19,"Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Mailed check","Yes",0,74.7
"5923-GXUOC","Male",0,"No","No",10,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,85.5
"5924-IFQTT","Male",0,"Yes","Yes",13,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check","No",0,77
"5924-SNGKP","Female",0,"No","Yes",41,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No",0,20
"5928-QLDHB","Male",0,"No","No",9,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,55
"5930-GBIWP","Male",0,"No","No",69,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No",0,85.5
"5931-FLJJF","Male",1,"No","No",7,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"5934-RMPOV","Female",0,"No","Yes",22,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No",0,68
"5934-TSSAU","Female",0,"Yes","Yes",23,"Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,58.5
"5935-FCCNB","Female",1,"No","No",17,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,73
"5937-EORGB","Male",1,"No","No",15,"Yes","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,70
"5939-SXWHM","Male",0,"Yes","Yes",48,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"5939-XAIXZ","Female",0,"No","No",19,"Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check","No",0,58.5
"5940-AHUHD","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,58.2
"5940-NFXKV","Male",0,"Yes","Yes",19,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"5944-UGLLK","Male",0,"No","No",53,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","No",0,76.7
"5945-AZYHT","Male",0,"Yes","No",71,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","No",0,85.5
"5947-SGKCL","Female",0,"Yes","Yes",15,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,82
"5948-UJZLF","Male",0,"No","No",2,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","No",0,63.7
"5949-EBSQK","Male",0,"Yes","Yes",4,"Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)","Yes",0,76.2
"5949-HGVJL","Female",0,"Yes","No",26,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,83.5
"5949-XIKAE","Female",0,"Yes","Yes",8,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,68.5
"5950-AAAGJ","Male",0,"No","No",18,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","No",0,66.2
"5951-AOFIH","Male",0,"No","No",33,"Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,72
"5954-BDFSG","Female",0,"No","No",72,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,81.5
"5955-EPOAZ","Female",0,"No","No",6,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",1,20
"5955-ERIHD","Male",0,"Yes","No",18,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"5956-VKDTT","Female",1,"No","No",5,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5956-YHHRX","Male",1,"No","No",21,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"5959-BELXA","Male",1,"No","No",32,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,73
"5960-MVTUK","Male",0,"No","No",3,"No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,45
"5960-WPXQM","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"5961-VUSRV","Female",0,"No","No",12,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No",1,20
"5965-GGPRW","Male",0,"Yes","Yes",72,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,83.2
"5966-EMAZU","Male",0,"Yes","No",64,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check","No",0,85
"5968-HYJRZ","Male",0,"Yes","Yes",47,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5968-VXZLG","Male",0,"No","No",2,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,55
"5968-XQIVE","Male",0,"Yes","Yes",72,"Yes","DSL","No","Yes","No","No","Yes","No","One year","Yes","Electronic check","No",0,68.5
"5970-GHJAW","Male",0,"Yes","Yes",46,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"5973-EJGDP","Male",0,"No","No",51,"Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check","No",0,69
"5975-BAICR","Male",0,"Yes","Yes",36,"Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Credit card (automatic)","No",0,75
"5976-JCJRH","Male",0,"Yes","No",10,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5977-CKHON","Female",0,"Yes","Yes",43,"Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,71.5
"5980-BDHPY","Male",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,90.5
"5980-NOPLP","Female",0,"Yes","No",44,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"5981-ITEMU","Male",0,"Yes","No",40,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,73
"5981-ZVXOT","Female",1,"No","No",35,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","No",0,85.5
"5982-FPVQN","Female",0,"Yes","Yes",37,"Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","No",0,77
"5982-PSMKW","Female",0,"Yes","Yes",23,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"5982-XMDEX","Female",0,"No","No",65,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",1,23.2
